id,overall,name,position,age,team,nation
11,8190,Nacho Novo,MSRFLZOM,25,Rangers,Spanien
12,8193,Kevin Kuranyi,STRSLS,22,VfB Stuttgart,Deutschland
13,8187,Markus Münch,LAVLMLV,32,Panathinaikos,Deutschland
14,8193,Júlio César,TW,25,Flamengo,Brasilien
15,8186,Mikael Forssell,ST,23,Birmingham City,Finnland
16,8198,Matteo Brighi,ZDMRMZM,23,Chievo Verona,Italien
17,8188,Sylvain Armand,LVLAVIV,24,Paris Saint-Germain,Frankreich
18,8186,Zdenek Grygera,IVLIBLIV,24,Ajax Amsterdam,Tschechische Repub.
19,8188,Adin Brown,TW,26,New England Rev.,USA
20,8195,Joseph Yobo,IVRV,24,Everton,Nigeria
21,8192,Dimitar Berbatov,STMS,23,Bayer Leverkusen,Bulgarien
22,8186,Ingo Hertzsch,IVRVRIV,27,1. FC Kaiserslautern,Deutschland
23,8186,Vahid Hashemian,ST,28,FC Bayern München,Iran
24,8187,Diego Klimowicz,STMSLS,30,VfL Wolfsburg,Argentinien
25,8190,John Alieu Carew,STLAMS,25,Norwegen,Norwegen
26,8188,Mehdi Mahdavikia,RFLRMRA,27,Hamburger SV,Iran
27,8192,Didier Agathe,RMRAVRFL,29,Celtic,Frankreich
28,8192,Sylvain Distin,IVLV,26,Manchester City,Frankreich
29,8193,Olof Mellberg,IVLIBZDM,27,Aston Villa,Schweden
30,8190,Alexander Frei,STMS,25,Rennes,Schweiz
1,8192,Maniche,ZM,26,FC Porto,Portugal
2,8186,Jorge Costa,IVLIB,32,FC Porto,Portugal
3,8193,Dejan Stefanovic,IVLIB,29,FC Portsmouth,Serbien
4,8190,John O'Brien,LMLVZM,27,Ajax Amsterdam,USA
5,8186,Joos Valgaeren,RVRAVIV,28,Celtic,Belgien
6,8192,Chris Kirkland,TW,23,Liverpool,England
7,8193,Owen Hargreaves,ZDMRFLRM,23,FC Bayern München,England
8,8192,James Beattie,ST,26,Southampton,England
9,8188,Miroslav Klose,STMS,26,SV Werder Bremen,Deutschland
10,8190,José Vitor Roque Junior,IVLIB,28,Bayer Leverkusen,Brasilien
11,8194,Marcelo Daniel Gallardo,ZOMRMLM,28,Club Atletico River Plate,Argentinien
12,8186,Pablo Alfaro,IVLVRV,35,Sevilla,Spanien
13,8191,Pierre-Alain Frau,ST,24,Olympique Lyon,Frankreich
14,8190,Scott Parker,ZMZDM,23,Chelsea,England
15,8190,Palop,TW,30,FC Valencia,Spanien
16,8189,Kakhaber Kaladze,LVLAVIV,26,AC Mailand,Georgien
17,8191,Cristian Chivu,LVLAVIV,23,AS Rom,Rumänien
18,8189,Daniel Moreira,STMSZOM,27,FC Toulouse,Frankreich
19,8192,Ebbe Sand,STMS,32,FC Schalke 04,Dänemark
20,8189,Sergi,LVLAV,32,Atlético Madrid,Spanien
21,8188,Simone Perrotta,ZMRM,27,AS Rom,Italien
22,8190,Christian Gimenez,STMSLS,29,FC Basel,Argentinien
23,8187,Darío Silva,STRALA,31,Sevilla,Uruguay
24,8189,Peter Bernard Luccin,RZMZMLZM,25,Atlético Madrid,Frankreich
25,8186,Claudio Reyna,ZMZOMZDM,31,Manchester City,USA
26,8187,Jimmy Floyd Hasselbaink,STMS,32,Middlesbrough,Niederlande
27,8186,Frank Baumann,ZDMLIBIV,28,SV Werder Bremen,Deutschland
28,8187,Steven Pressley,IV,30,Heart Of Midlothian,Schottland
29,8194,Ulrich Ramé,TW,32,Girondins Bordeaux,Frankreich
30,8194,Neil Lennon,ZDMZMRM,33,Celtic,Nordirland
1,8187,Nigel Martyn,TW,38,Everton,England
2,8191,Lee Bowyer,ZM,27,Newcastle United,England
3,8191,Matteo Ferrari,IV,24,AS Rom,Italien
4,8195,Frédéric Déhu,LIBZDMRV,31,Olympique Marseille,Frankreich
5,8193,Alain Goma,IVZDM,32,Fulham,Frankreich
6,8193,Frank Rost,TW,31,FC Schalke 04,Deutschland
7,8188,Tomasz Zdebel,RZDMZDMRM,31,VfL Bochum,Polen
8,8186,Sunday Oliseh,ZDMRMRDM,30,Borussia Dortmund,Nigeria
9,8193,Patrik Berger,ZOMLM,30,FC Portsmouth,Tschechische Repub.
10,8087,Robert Enke,TW,27,Hannover 96,Deutschland
11,8088,Juninho,TW,23,Esporte Club Vitoria,Brasilien
12,8088,De la Peña,LZDMZDMLZOM,28,Espanyol Barcelona,Spanien
13,8090,Nuñez,LSLALM,28,Grasshoppers Zürich,Uruguay
14,8092,Dejan Petkovic,ZOMMS,32,Vasco Da Gama,Serbien
15,8089,Ramon,ZOM,32,Fluminense,Brasilien
16,8085,Dimitris Salpigidis,RFLMS,23,PAOK Saloniki,Griechenland
17,8087,Christian Riganò,ST,30,Firenze,Italien
18,8085,Dimitri A. Alenitchev,ZOMZM,31,Russland,Russland
19,8091,Mirel Radoi,IVZDMRV,23,Romania,Rumänien
20,8094,Marat Izmailov,LFLZOMMS,22,Russland,Russland
21,8085,Aranzábal,LAVLFLLOM,31,Real Saragossa,Spanien
22,8092,Jonathan,MSLOMZOM,19,Racing Santander,Spanien
23,8092,Javi Guerrero,STMS,27,Racing Santander,Spanien
24,8090,Faryd A. Camilo Mondragón,TW,33,Galatasaray,Kolumbien
25,8090,Paolo Di Canio,MSSTRZOM,36,Lazio Rom,Italien
26,8091,David Marshall,TW,19,Celtic,Schottland
27,8087,Sebastián Battaglia,ZMZDMLM,23,Villarreal,Argentinien
28,8091,Obafemi Martins,ST,19,Inter Mailand,Nigeria
29,8089,Jonny Walker,TW,30,Metrostars,USA
30,8088,Martin Jørgensen,ZMMSZOM,28,Firenze,Dänemark
1,8087,Josh Wolff,MSST,27,Kansas City Wizards,USA
2,8089,Fábio Costa,TW,26,Corinthians,Brasilien
3,8093,Gilberto,LMLAVLFL,28,Hertha BSC Berlin,Brasilien
4,8092,Fábio Baiano,RMROMZOM,27,Corinthians,Brasilien
5,8085,Fábio Bala,ST,23,Fluminense,Brasilien
6,8094,Martín Demichelis,IVZDMRIV,23,FC Bayern München,Argentinien
7,8085,Rubén,ST,23,Albacete,Spanien
8,8088,Manuel Almunia,TW,27,Arsenal,Spanien
9,8085,Savo Milosevic,STMS,31,Osasuna,Serbien
10,8095,Luis García,RFLLFLMS,26,Liverpool,Spanien
11,8085,Mora,TW,31,Levante UD,Spanien
12,8096,Djalminha,ZOMRZMRS,34,América,Brasilien
13,8092,Giuseppe Pancaro,RVIV,33,AC Mailand,Italien
14,8087,Ferydoon Zandi,ZOMZMLZOM,25,1. FC Kaiserslautern,Deutschland
15,8092,Chris Burke,RMZOMRFL,20,Rangers,Schottland
16,8092,Francesco Flachi,ST,29,Doria,Italien
17,8085,Antonio Folha,ZDMLM,33,F.C. Penafiel,Portugal
18,8087,José Karl Pierre-Fanfan,IVZDM,29,Paris Saint-Germain,Frankreich
19,8090,Daniele De Rossi,ZDMZMRZM,21,AS Rom,Italien
20,8094,Juninho,ZOMMS,31,Celtic,Brasilien
21,8087,Craig Gordon,TW,21,Heart Of Midlothian,Schottland
22,8086,Jan Simak,ZOMMSST,25,Sparta Prag,Tschechische Repub.
23,8090,Mario Melchiot,RVRAVIV,27,Birmingham City,Niederlande
24,8090,Taylor Twellman,STMS,24,New England Rev.,USA
25,8092,Jermaine Jenas,ZMRMRAV,21,Newcastle United,England
26,8093,Aranzubia,TW,25,Athletic Bilbao,Spanien
27,8091,Renato,ZDMRZMZM,25,Sevilla,Brasilien
28,8090,Ivan Pelizzoli,TW,23,AS Rom,Italien
29,8094,Daniele Bonera,IVRV,23,AC Parma,Italien
30,8085,Christian Tiffert,RZMRMRA,22,VfB Stuttgart,Deutschland
1,8094,Marco Di Loreto,IVRAVRV,30,AC Perugia,Italien
2,8091,Gaël Givet,RVIVRIV,22,AS Monaco,Frankreich
3,8089,Steven Thompson,STMSLFL,25,Rangers,Schottland
4,8089,Carlos Bocanegra,IVLV,25,Fulham,USA
5,8095,Aruna,STZOM,23,RSC Anderlecht,Elfenbeinküste
6,8095,Yeste,ZOMLOM,24,Athletic Bilbao,Spanien
7,8091,Edílson,ST,33,Esporte Club Vitoria,Brasilien
8,8088,Martin Andresen,ZMZDM,27,Stabaek IF,Norwegen
9,8090,Quaresma,RMRFLLFL,21,FC Porto,Portugal
10,8090,Bosko Balaban,ST,25,FC Brügge,Kroatien
11,8085,Ante Razov,MSST,30,Chicago Fire,USA
12,8094,Steed Malbranque,ZMZOMZDM,24,Fulham,Frankreich
13,8085,Kevin Hartman,TW,30,Los Angeles Galaxy,USA
14,8094,Maciej Żurawski,STZOMMS,28,Wisla Krakau,Polen
15,8094,Paul Robinson,TW,24,Tottenham Hotspur,England
16,8092,Olivier Kapo,LFLSTZOM,24,Juventus Turin,Frankreich
17,8092,Danijel Ljuboja,ST,26,Paris Saint-Germain,Serbien
18,8091,Emiliano Bonazzoli,ST,25,Reggina Calcio,Italien
19,8088,Claus Lundekvam,IV,31,Southampton,Norwegen
20,8096,Demis Nikolaidis,STMS,31,Griechenland,Griechenland
21,8092,Marek Jankulovski,LM,27,Tschechien,Tschechische Repub.
22,8086,Niels Oude Kamphuis,RVRAVZDM,26,FC Schalke 04,Niederlande
23,8087,Kizito Musampa,LFLLMLZOM,27,Atlético Madrid,Niederlande
24,8085,Mamadou Bagayoko,STMSZOM,25,FC Nantes,Mali
25,8094,Paolo Montero,IVLVRV,33,Juventus Turin,Uruguay
26,8085,Boris Zivkovic,IVRVZDM,28,VfB Stuttgart,Kroatien
27,8085,Eddie Pope,IVRIV,30,Metrostars,USA
28,8091,Roger,ZOMMS,26,Fluminense,Brasilien
29,8094,Simão,LFLRFLZOM,24,Benfica Lissabon,Portugal
30,8094,Moreira,TW,22,Benfica Lissabon,Portugal
1,8087,Sergej Barbarez,ZOMMSST,33,Hamburger SV,Bosnien-Herzegowina
2,8088,Emile Heskey,STZOMRFL,26,Birmingham City,England
3,8088,Stephen Hughes,ZMZOM,21,Rangers,Schottland
4,8090,Rigobert Song,IVLIBRV,28,Galatasaray,Kamerun
5,8085,Martin Stranzl,IVRVZDM,24,VfB Stuttgart,Österreich
6,8088,Vincent Candela,LAVLVLM,30,AS Rom,Frankreich
7,8091,Alessandro Costacurta,IVLIB,38,AC Mailand,Italien
8,8093,Alessio Tacchinardi,ZDMRMZM,29,Juventus Turin,Italien
9,8092,Lorenzo Amoruso,IV,33,Blackburn Rovers,Italien
10,8086,Mathias Schober,TW,28,FC Hansa Rostock,Deutschland
11,8093,Hasan Sas,LFLLZOMLZM,28,Galatasaray,Türkei
12,8094,Bernardo Corradi,MSST,28,FC Valencia,Italien
13,8094,Frédéric Kanouté,ST,27,Tottenham Hotspur,Mali
14,8092,Phil Neville,LVRVZDM,27,Manchester United,England
15,8090,John Hartson,STMS,29,Celtic,Wales
16,8090,Ray Parlour,RMZMRDM,31,Middlesbrough,England
17,7988,Márcio,TW,22,Gremio Porto Alegre,Brasilien
18,7984,Adaílton,IV,20,Rennes,Brasilien
19,7988,José Mari,STRSLA,25,Villarreal,Spanien
20,7988,Viorel Moldovan,ST,32,Servette FC,Rumänien
21,7980,Rodrigo Ruíz,LALFL,32,Santos Laguna,Chile
22,7995,Juan Pablo Sorín,LAVLVLM,28,Argentinien,Argentinien
23,7985,Andreas Herzog,ZOMZM,36,Los Angeles Galaxy,Österreich
24,7989,Athirson,LFL,27,Flamengo,Brasilien
25,7988,Raymond Kvisvik,LMLFLMS,29,SK Brann,Norwegen
26,7984,Gilles Yapi Yapo,ROMRM,22,FC Nantes,Elfenbeinküste
27,7985,Massimo Gazzoli,TW,29,Genoa,Italien
28,7992,Dmitry Loskov,ZOMZMMS,30,Russland,Russland
29,7984,Esteban,TW,29,Sevilla,Spanien
30,7984,Alberto,TW,35,Real Sociedad,Spanien
1,7992,Choi S. G,STLFL,21,Ulsan Hyundai Horang,"Korea, Republik"
2,7986,Juan Carlos Menseguez,RFLRAROM,20,VfL Wolfsburg,Argentinien
3,7994,José Saturnino Cardozo,MSST,33,Toluca,Paraguay
4,7994,Dmitri Sytchev,ST,20,Russland,Russland
5,7988,Thomas Helveg,RVRM,33,Norwich City,Dänemark
6,7985,Germán Hornos,MSSTZOM,22,Real Valladolid,Uruguay
7,7988,Damani Ralph,STZOM,24,Chicago Fire,Jamaika
8,7991,Sílvio Luiz,TW,27,São Caetano,Brasilien
9,7987,Elano,RZOMRZMRFL,23,Santos,Brasilien
10,7990,Alex,LIVIVRIV,22,PSV Eindhoven,Brasilien
11,7990,Tote,STMS,25,Real Betis Sevilla,Spanien
12,7988,Rivera,ZMZOMRZM,26,Levante UD,Spanien
13,7995,Diego,RSMS,19,Internacional,Brasilien
14,7984,Edu Dracena,IVLIVZDM,23,Cruzeiro,Brasilien
15,7988,Maurinho,RFLRAVRV,25,Cruzeiro,Brasilien
16,7992,Fernando Baiano,STLA,25,São Caetano,Brasilien
17,7984,Marc Planus,IVLVLIV,22,Girondins Bordeaux,Frankreich
18,7986,Jens Sloth,ZDM,22,Trelleborgs,Schweden
19,7984,Lilian Laslandes,STMSLS,33,Girondins Bordeaux,Frankreich
20,7987,Santos,ST,25,FC Sochaux,Tunesien
21,7985,Luis Prieto,IV,24,Athletic Bilbao,Spanien
22,7985,Cuéllar,STMSLS,32,Levante UD,Spanien
23,7985,C. Torres,RAVRV,27,FC Valencia,Spanien
24,7990,Aganzo,STMS,23,Racing Santander,Spanien
25,7985,Robert Malcolm,IV,23,Rangers,Schottland
26,7991,Shaka Hislop,TW,35,FC Portsmouth,Trinidad und Tobago
27,7988,Tomás Galásek,ZMZOMZDM,31,Ajax Amsterdam,Tschechische Repub.
28,7994,Benjamin Lauth,STMSZOM,23,Hamburger SV,Deutschland
29,7985,Ioannis Amanatidis,STRARFL,22,1. FC Kaiserslautern,Griechenland
30,7992,Eric Djemba-Djemba,ZMZDMRM,23,Manchester United,Kamerun
1,7988,Habib Bamogo,STLSRS,22,Olympique Marseille,Frankreich
2,7990,A. Makukula,STLARA,23,Sevilla,"Kongo, DR"
3,7990,Paul Freier,RARFLZOM,25,Bayer Leverkusen,Deutschland
4,7986,Fabio Liverani,LZMLZOMLZDM,28,Lazio Rom,Italien
5,7987,Young-Pyo Lee,LAVLVLDM,27,PSV Eindhoven,"Korea, Republik"
6,7986,Miroslav Karhan,ZDMRZDMRDM,28,VfL Wolfsburg,Slowakei
7,7987,Espen Johnsen,TW,24,Rosenborg Trondheim,Norwegen
8,7994,Jacek Krzynówek,LMLFL,28,Bayer Leverkusen,Polen
9,7989,Stéphane Dalmat,ZOMRMZM,25,FC Toulouse,Frankreich
10,7986,Fernando Sales,RFLRMRZOM,27,Sevilla,Spanien
11,7984,Ørjan Berg,LMZDM,36,Rosenborg Trondheim,Norwegen
12,7990,Danny Murphy,ZMZOM,27,Charlton Athletic,England
13,7988,Anders Svensson,ZOM,28,Southampton,Schweden
14,7990,Fernando Ricksen,RVIVZDM,28,Rangers,Niederlande
15,7994,Nicolas Penneteau,TW,23,SC Bastia,Frankreich
16,7984,Artur Wichniarek,STRSRA,27,Hertha BSC Berlin,Polen
17,7992,Clint Mathis,ZOMMSST,27,Hannover 96,USA
18,7989,Jan Koller,STMS,31,Borussia Dortmund,Tschechische Repub.
19,7988,Malcolm Christie,ST,25,Middlesbrough,England
20,7992,Lomana Tresor Lua Lua,ST,23,FC Portsmouth,Kongo
21,7991,Nicolas Gillet,IV,27,RC Lens,Frankreich
22,7984,Timo Wenzel,LIVIVLV,26,1. FC Kaiserslautern,Deutschland
23,7988,Stefan Wessels,TW,25,1. FC Köln,Deutschland
24,7984,Josip Simunic,IVLVZDM,26,Hertha BSC Berlin,Kroatien
25,7985,Angulo,MSZOM,27,FC Valencia,Spanien
26,7986,Darko Kovacevic,ST,30,Real Sociedad,Serbien
27,7990,Yossi Shai Benayoun,MSZOMRM,24,Racing Santander,Israel
28,7990,Iván Campo,ZDMIVLIB,30,Bolton Wanderers,Spanien
29,7987,Movilla,ZDMZM,29,Real Saragossa,Spanien
30,7985,Alexander Mostovoi,ZOMMSLM,36,Russland,Russland
1,7989,Ian Harte,LVLAVLM,27,Levante UD,Republik Irland
2,7991,Raymond Kalla,IVRIV,29,VfL Bochum,Kamerun
3,7995,Marco Materazzi,IVRV,31,Inter Mailand,Italien
4,7987,Amoroso,STLFLMS,30,FC Malaga,Brasilien
5,7986,Mark Fish,IVLIB,30,Charlton Athletic,Südafrika
6,7986,Murat Yakin,IVZDMLIB,30,FC Basel,Schweiz
7,7987,Peter Madsen,RSRFLLFL,26,VfL Bochum,Dänemark
8,7987,Leonidas Vokolos,IV,34,PAOK Saloniki,Griechenland
9,7994,Walter Baseggio,ZDMZM,26,RSC Anderlecht,Belgien
10,7990,Boudewijn Zenden,LMLFLLOM,28,Middlesbrough,Niederlande
11,7994,Wilfred Bouma,LIVLVLAV,26,PSV Eindhoven,Niederlande
12,7984,Philip Cocu,ZMLMLZDM,33,PSV Eindhoven,Niederlande
13,7984,Diego Pablo Simeone,LZDMZMRZDM,34,Atlético Madrid,Argentinien
14,7987,Bart Goor,LMLZMLOM,31,Feyenoord Rotterdam,Belgien
15,7989,Luigi Piangerelli,ZDMZM,30,Firenze,Italien
16,7988,Karel Poborsky,ZOMRAROM,32,Sparta Prag,Tschechische Repub.
17,7990,Dariusz Wosz,ZOMZM,35,VfL Bochum,Deutschland
18,7991,Miguel,RVRAVRM,24,Benfica Lissabon,Portugal
19,7984,Christian Fiedler,TW,29,Hertha BSC Berlin,Deutschland
20,7989,Claus Jensen,ZMZDM,27,Fulham,Dänemark
21,7989,Nolberto Solano,RMRFLRAV,29,Aston Villa,Peru
22,7987,Simon Jentzsch,TW,28,VfL Wolfsburg,Deutschland
23,7984,Dean Kiely,TW,33,Charlton Athletic,Republik Irland
24,7994,Luís Boa Morte,LFLLALS,27,Fulham,Portugal
25,7992,Kevin Phillips,ST,31,Southampton,England
26,7990,Chris Powell,LV,35,Charlton Athletic,England
27,7985,Stuart Lovell,ZDMZMLIB,32,Livingston,Australien
28,7988,Brett Emerton,RM,25,Blackburn Rovers,Australien
29,7995,Andy Van der Meyde,ZOMRFLST,25,Inter Mailand,Niederlande
30,7990,John de Jong,ZOMMSLFL,27,PSV Eindhoven,Niederlande
1,7988,Craig Moore,IVRVZDM,28,Rangers,Australien
2,7989,Olivier Dacourt,ZDMRZDMZM,30,AS Rom,Frankreich
3,7986,Bruno N'Gotty,IV,33,Bolton Wanderers,Frankreich
4,7986,Pascal Cygan,IV,30,Arsenal,Frankreich
5,7987,Vikash Dhorasoo,ZOMZDM,30,AC Mailand,Frankreich
6,7989,Yann Lachuer,RZOMROMRM,32,AJ Auxerre,Frankreich
7,7984,Marco Rehmer,IVRVLV,32,Hertha BSC Berlin,Deutschland
8,7992,Stelios Giannakopoulos,RMRFL,30,Bolton Wanderers,Griechenland
9,7984,Cosmin Contra,RVRAVRM,28,West Bromwich,Rumänien
10,7984,Stefan Schnoor,IVLIBZDM,33,VfL Wolfsburg,Deutschland
11,7986,Ciriaco Sforza,ZMLIBZDM,34,1. FC Kaiserslautern,Schweiz
12,7984,Christian Nerlinger,ZDMZMLZDM,31,1. FC Kaiserslautern,Deutschland
13,7985,Andrew Cole,ST,32,Fulham,England
14,7989,Gareth Southgate,IVLIBZDM,34,Middlesbrough,England
15,7984,Ugo Ehiogu,IVLIB,31,Middlesbrough,England
16,7883,Allan Delon,STZOM,25,Esporte Club Vitoria,Brasilien
17,7883,Amaya,RIVIVLIB,26,Getafe,Spanien
18,7883,Vladimir But,ZOMLM,27,Hannover 96,Deutschland
19,7886,Obina,ST,21,Esporte Club Vitoria,Brasilien
20,7888,Fabão,LIVIVRIV,28,Sao Paulo,Brasilien
21,7883,Nen,IVLIB,26,Palmeiras,Brasilien
22,7885,Peter Sörensen,IVZDMZM,31,Hamarkameratene,Dänemark
23,7893,Michalis Kapsis,IVLV,30,Girondins Bordeaux,Griechenland
24,7888,Tomasz Dawidowski,RFLSTZOM,26,Wisla Krakau,Polen
25,7890,Azar Karadas,STIV,23,Benfica Lissabon,Norwegen
26,7893,Dmitry Kirichenko,STMS,27,Russland,Russland
27,7891,Dmitry Sennikov,RVRAVIV,28,Russland,Russland
28,7886,Edgar,MSSTRA,27,FC Malaga,Angola
29,7893,Edú,ZOMMSRZOM,25,Real Betis Sevilla,Brasilien
30,7883,Yordi,STMS,30,Getafe,Spanien
1,7884,Ümit Özat,IVLIBRV,27,Türkei,Türkei
2,7885,Eric Abidal,LIVIV,25,Olympique Lyon,Frankreich
3,7895,Igor Akinfeev,TW,18,Russland,Russland
4,7890,Zdravko Zdravkov,TW,34,Bulgarien,Bulgarien
5,7888,Dragan Mladenovic,ZM,28,Rangers,Serbien
6,7883,Patrik Andersson,IV,33,Malmö FF,Schweden
7,7888,Darío Anastacio Verón,IVRIVLIB,25,U.N.A.M.,Paraguay
8,7885,Rodrigo,ST,28,Atletico Mineiro,Brasilien
9,7894,Oswaldo Sánchez,TW,31,Guadalajara,Mexiko
10,7894,Giorgio Chiellini,LVLMRV,20,Firenze,Italien
11,7895,Robert,LOMLMZM,33,Bahia,Brasilien
12,7883,Niclas Jensen,LAVLFLLM,30,Borussia Dortmund,Dänemark
13,7889,Dininho,IVLIBRIV,29,São Caetano,Brasilien
14,7886,Amado Guevara,ZOMZM,28,Metrostars,Honduras
15,7890,Antoñito,MSRA,26,Sevilla,Spanien
16,7886,Veljko Paunovic,ZOMSTMS,27,Atlético Madrid,Kroatien
17,7889,Urzaiz,ST,33,Athletic Bilbao,Spanien
18,7895,Ânderson,RIVLIVIV,24,Corinthians,Brasilien
19,7889,Marcelo Ramos,RAMSST,31,Corinthians,Brasilien
20,7892,Marco Né,ZM,20,SK Beveren,Elfenbeinküste
21,7885,Ángel Manuel Vivar Dorado,ZMZOMRZOM,30,Getafe,Spanien
22,7885,Talal El Karkouri,IVZDM,28,Charlton Athletic,Marokko
23,7883,Fernando Niño,IVRV,30,RCD Mallorca,Spanien
24,7889,Josemi,RVIVRAV,24,Liverpool,Spanien
25,7885,José Ignacio,ZDMLDMZM,31,Celta Vigo,Spanien
26,7894,Yakubu,ST,21,FC Portsmouth,Nigeria
27,7894,Hamit Altintop,RMROMZOM,21,FC Schalke 04,Türkei
28,7893,François-Joseph Modesto,IVRVRIV,26,AS Monaco,Frankreich
29,7883,Petri Pasanen,IVRIVLIV,24,SV Werder Bremen,Finnland
30,7886,Ricardo Sousa,ZOMLZOM,25,Hannover 96,Portugal
1,7883,Maxwell,LAVLVLM,23,Ajax Amsterdam,Brasilien
2,7884,Jovan Kirovski,STMS,28,Los Angeles Galaxy,USA
3,7885,Zat Knight,IVRVLIV,24,Fulham,England
4,7890,Maik Taylor,TW,33,Birmingham City,Nordirland
5,7887,Marcus Allbäck,STMS,31,FC Hansa Rostock,Schweden
6,7888,Jonatan Johansson,STMS,29,Charlton Athletic,Finnland
7,7892,Paul Konchesky,LVLAVLM,23,Charlton Athletic,England
8,7883,Dariusz Zuraw,IVZDM,31,Hannover 96,Polen
9,7894,Ledley King,IVLIBZDM,23,Tottenham Hotspur,England
10,7884,Igors Stepanovs,IV,28,Grasshoppers Zürich,Lettland
11,7887,Jürgen Macho,TW,27,Rapid Wien,Österreich
12,7885,Aleksander Knavs,RIVIVLIV,28,VfL Bochum,Slowenien
13,7888,Maik Franz,IVRIVLIB,23,VfL Wolfsburg,Deutschland
14,7893,Hugo Viana,LMZOMLFL,21,Sporting Lissabon,Portugal
15,7895,Fabricio Coloccini,IVZDM,22,AC Mailand,Argentinien
16,7892,Morten Gamst Pedersen,LMLS,23,Blackburn Rovers,Norwegen
17,7887,Marcelo Zalayeta,ST,26,Juventus Turin,Uruguay
18,7889,Brede Paulsen Hangeland,IVLIV,23,Viking FK,Norwegen
19,7886,Christian,LSST,29,Gremio Porto Alegre,Brasilien
20,7894,Fabio Bazzani,ST,27,Doria,Italien
21,7894,Mauro Camoranesi,RMLM,28,Juventus Turin,Italien
22,7888,Jérôme Alonzo,TW,31,Paris Saint-Germain,Frankreich
23,7888,Jan Gunnar Solli,ZMRMLM,23,Rosenborg Trondheim,Norwegen
24,7889,Caçapa,RIVIV,28,Olympique Lyon,Brasilien
25,7884,Matthieu Delpierre,IVLIV,23,VfB Stuttgart,Frankreich
26,7892,Shola Ameobi,ST,22,Newcastle United,England
27,7890,DaMarcus Beasley,LMLFLRFL,22,PSV Eindhoven,USA
28,7892,Lucas Bernardi,RZMZMRM,27,AS Monaco,Argentinien
29,7886,Frode Johnsen,STRMLM,30,Rosenborg Trondheim,Norwegen
30,7891,Bruno Cheyrou,ZOMMSLM,26,Olympique Marseille,Frankreich
1,7884,Hans Sarpei,RVRZDMRAV,28,VfL Wolfsburg,Ghana
2,7890,Ewerthon,RSLSST,23,Borussia Dortmund,Brasilien
3,7889,Luca Toni,ST,27,US Palermo,Italien
4,7889,Shaun Bartlett,ST,31,Charlton Athletic,Südafrika
5,7885,Nuno Valente,LVLAV,30,FC Porto,Portugal
6,7890,Mark van Bommel,ZMZDMRZM,27,PSV Eindhoven,Niederlande
7,7887,Michael Baur,IV,35,FC Superfund Pasching,Österreich
8,7888,Pablo Óscar Cavallero,TW,30,Argentinien,Argentinien
9,7889,Igor Budan,ST,24,Atalanta,Kroatien
10,7885,Bengt Sæternes,STMS,29,SK Brann,Norwegen
11,7885,Tony Meola,TW,35,Kansas City Wizards,USA
12,7886,Chris Klein,RMLMZOM,28,Kansas City Wizards,USA
13,7892,Hidetoshi Nakata,ZOMRZDMRZM,27,Firenze,Japan
14,7883,Rüdiger Kauf,ZDMRZDMIV,29,Arminia Bielefeld,Deutschland
15,7887,Seydou Keïta,LMZDMRFL,24,RC Lens,Mali
16,7883,Magnolo Eduardo Berizzo,IVLIVRIV,34,Celta Vigo,Argentinien
17,7885,Gerard,ZMZDM,25,FC Barcelona,Spanien
18,7887,Jorge López,RMRZOMRFL,26,RCD Mallorca,Spanien
19,7888,Ivan Klasnic,STLSRS,24,SV Werder Bremen,Kroatien
20,7892,Rob Penders,IVRV,28,NAC Breda,Niederlande
21,7883,Runar Berg,ZMLM,34,FK Bodö/Glimt,Norwegen
22,7883,Manuele Blasi,ZMRM,24,Juventus Turin,Italien
23,7883,Benjamin Lense,IVLV,25,Arminia Bielefeld,Deutschland
24,7889,Olivier Monterrubio,LFLLOMLA,28,Rennes,Frankreich
25,7892,Eyal Berkovic,ZOMMSRM,32,FC Portsmouth,Israel
26,7890,Iulian S. Filipescu,IV,30,FC Zürich,Rumänien
27,7888,Arni Gautur Arason,TW,29,Valerenga Oslo,Island
28,7887,Vratislav Lokvenc,STMSRS,31,VfL Bochum,Tschechische Repub.
29,7888,Steve Carr,RVRAV,28,Newcastle United,Republik Irland
30,7885,Marian Hristov,ZOMZDMZM,31,VfL Wolfsburg,Bulgarien
1,7890,Naybet M.,IVRVZDM,34,Tottenham Hotspur,Marokko
2,7886,Celestine Babayaro,LVLAVLM,26,Chelsea,Nigeria
3,7885,Steve Marlet,STRS,30,Olympique Marseille,Frankreich
4,7892,Carlo Nervo,ZOMSTMS,32,Bologna,Italien
5,7892,Tiago,ZMZOMZDM,23,Chelsea,Portugal
6,7888,Tomislav Sokota,STMSLFL,27,Benfica Lissabon,Kroatien
7,7883,Giuseppe Reina,RFLROMMS,32,Hertha BSC Berlin,Deutschland
8,7889,Robert Kovac,IVRIVLIV,30,FC Bayern München,Kroatien
9,7893,Jaromir Blazek,TW,31,Sparta Prag,Tschechische Repub.
10,7894,Shaun Wright-Phillips,RFLSTRM,22,Manchester City,England
11,7883,Marama Vahirua,ST,24,OGC Nizza,Frankreich
12,7883,Ryan Nelsen,IVZDMLIB,26,D.C. United,Neuseeland
13,7892,Stefano Fiore,RFLRMRZOM,29,FC Valencia,Italien
